"","SurveyID","ProjectID","LocationName","Date","Collectors","Longitude","Latitude","SurveyTypeID","Plot.Name","SpeciesVarietalCode","SpeciesVarietalName","Measurement","CanopyID","Woody_DBH_cm","Woody_Height_m","ProjCode","Genus"
"531",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",53,"",18,24,"COSRP","Populus"
"532",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",54,"",27.7,24,"COSRP","Populus"
"533",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",55,"",35.9,22,"COSRP","Populus"
"534",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",56,"",10.5,4.1,"COSRP","Populus"
"535",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",57,"",18,20,"COSRP","Populus"
"536",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",58,"",23.6,22,"COSRP","Populus"
"537",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",59,"",15.7,19,"COSRP","Populus"
"542",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",64,"",13,16,"COSRP","Populus"
"543",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",65,"",15,19,"COSRP","Populus"
"544",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",66,"",26.2,21,"COSRP","Populus"
"545",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",67,"",15.1,18,"COSRP","Populus"
"546",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",68,"",7.9,7,"COSRP","Populus"
"547",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",69,"",19.2,19,"COSRP","Populus"
"548",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",70,"",13.1,19.5,"COSRP","Populus"
"549",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",71,"",5.2,5.5,"COSRP","Populus"
"550",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",72,"",13.8,17.5,"COSRP","Populus"
"551",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",73,"",27.5,22,"COSRP","Populus"
"552",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",74,"",19.5,18.2,"COSRP","Populus"
"553",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",75,"",9.7,6,"COSRP","Populus"
"559",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",81,"",7.7,9,"COSRP","Populus"
"560",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",82,"",25.4,22,"COSRP","Populus"
"561",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",83,"",18.2,22,"COSRP","Populus"
"562",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",84,"",22.6,20,"COSRP","Populus"
"581",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",103,"",12.1,8,"COSRP","Populus"
"582",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",104,"",7.8,1.2,"COSRP","Populus"
"583",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",105,"",18.8,20,"COSRP","Populus"
"584",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",106,"",16.6,20,"COSRP","Populus"
"585",29,"Cosumnes River Preserve","Accidental Forest","7/25/2012","All",-121.4,38.26,"Plant","CRP09","POFR","Populus fremontii",107,"",22.6,9,"COSRP","Populus"
"594",30,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Hiyawen, Silvestre, Jasmine, Loli, Mehrey, Jackie",-121.4,38.27,"Plant","CRP10","POFR","Populus fremontii",4,"",45.5,23.6,"COSRP","Populus"
"595",30,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Hiyawen, Silvestre, Jasmine, Loli, Mehrey, Jackie",-121.4,38.27,"Plant","CRP10","POFR","Populus fremontii",5,"",6.5,3.1,"COSRP","Populus"
"596",30,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Hiyawen, Silvestre, Jasmine, Loli, Mehrey, Jackie",-121.4,38.27,"Plant","CRP10","POFR","Populus fremontii",6,"",7.9,6,"COSRP","Populus"
"597",30,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Hiyawen, Silvestre, Jasmine, Loli, Mehrey, Jackie",-121.4,38.27,"Plant","CRP10","POFR","Populus fremontii",7,"",31.8,18.8,"COSRP","Populus"
"598",30,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Hiyawen, Silvestre, Jasmine, Loli, Mehrey, Jackie",-121.4,38.27,"Plant","CRP10","POFR","Populus fremontii",8,"",49.1,23.6,"COSRP","Populus"
"603",30,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Hiyawen, Silvestre, Jasmine, Loli, Mehrey, Jackie",-121.4,38.27,"Plant","CRP10","POFR","Populus fremontii",13,"",7.9,6.8,"COSRP","Populus"
"604",30,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Hiyawen, Silvestre, Jasmine, Loli, Mehrey, Jackie",-121.4,38.27,"Plant","CRP10","POFR","Populus fremontii",14,"",24.2,20.4,"COSRP","Populus"
"605",30,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Hiyawen, Silvestre, Jasmine, Loli, Mehrey, Jackie",-121.4,38.27,"Plant","CRP10","POFR","Populus fremontii",15,"",13,8.5,"COSRP","Populus"
"606",30,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Hiyawen, Silvestre, Jasmine, Loli, Mehrey, Jackie",-121.4,38.27,"Plant","CRP10","POFR","Populus fremontii",16,"",14.2,10.8,"COSRP","Populus"
"608",30,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Hiyawen, Silvestre, Jasmine, Loli, Mehrey, Jackie",-121.4,38.27,"Plant","CRP10","POFR","Populus fremontii",18,"",51.7,25.9,"COSRP","Populus"
"614",30,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Hiyawen, Silvestre, Jasmine, Loli, Mehrey, Jackie",-121.4,38.27,"Plant","CRP10","POFR","Populus fremontii",24,"",56,27.7,"COSRP","Populus"
"615",30,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Hiyawen, Silvestre, Jasmine, Loli, Mehrey, Jackie",-121.4,38.27,"Plant","CRP10","POFR","Populus fremontii",25,"",17.9,12.5,"COSRP","Populus"
"616",30,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Hiyawen, Silvestre, Jasmine, Loli, Mehrey, Jackie",-121.4,38.27,"Plant","CRP10","POFR","Populus fremontii",26,"",43.3,22.3,"COSRP","Populus"
"618",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",2,"",28,16,"COSRP","Populus"
"619",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",3,"",36.7,23,"COSRP","Populus"
"620",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",4,"",48.5,19,"COSRP","Populus"
"621",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",5,"",26.7,18.5,"COSRP","Populus"
"622",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",6,"",229.5,19,"COSRP","Populus"
"623",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",7,"",22.5,19,"COSRP","Populus"
"624",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",8,"",28.5,19,"COSRP","Populus"
"625",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",9,"",20,19,"COSRP","Populus"
"626",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",10,"",33.3,22,"COSRP","Populus"
"627",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",11,"",17,12,"COSRP","Populus"
"632",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",16,"",41.3,22,"COSRP","Populus"
"633",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",17,"",13.3,7,"COSRP","Populus"
"634",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",18,"",7.8,2,"COSRP","Populus"
"635",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",19,"",15.5,13,"COSRP","Populus"
"641",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",25,"",34.4,15,"COSRP","Populus"
"642",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",26,"",17.1,11,"COSRP","Populus"
"643",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",27,"",23,12,"COSRP","Populus"
"644",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",28,"",23,12,"COSRP","Populus"
"645",31,"Cosumnes River Preserve","Accidental Forest","7/25/2012","Paul, Erik, Liz, John, Melissa",-121.4,38.27,"Plant","CRP11","POFR","Populus fremontii",29,"",19.4,9,"COSRP","Populus"
"666",32,"Cosumnes River Preserve","Shaw Forest","7/26/2012","Jasmine, Hiyawen, Loli, Silvestre, Jackie, Mehrey",-121.38,38.31,"Plant","","POFR","Populus fremontii",1,"",28.7,20,"COSRP","Populus"
"784",38,"Cosumnes River Preserve","CRP Visitors Center","7/27/2012","Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,"Plant","CRP22","POFR","Populus fremontii",1,"",28.7,20,"COSRP","Populus"
"785",38,"Cosumnes River Preserve","CRP Visitors Center","7/27/2012","Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,"Plant","CRP22","POFR","Populus fremontii",2,"",29.9,20,"COSRP","Populus"
"786",38,"Cosumnes River Preserve","CRP Visitors Center","7/27/2012","Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,"Plant","CRP22","POFR","Populus fremontii",3,"",37,20,"COSRP","Populus"
"787",38,"Cosumnes River Preserve","CRP Visitors Center","7/27/2012","Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,"Plant","CRP22","POFR","Populus fremontii",4,"",47,20,"COSRP","Populus"
"788",38,"Cosumnes River Preserve","CRP Visitors Center","7/27/2012","Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,"Plant","CRP22","POFR","Populus fremontii",5,"",38.8,25,"COSRP","Populus"
"789",38,"Cosumnes River Preserve","CRP Visitors Center","7/27/2012","Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,"Plant","CRP22","POFR","Populus fremontii",6,"",51.2,20,"COSRP","Populus"
"790",38,"Cosumnes River Preserve","CRP Visitors Center","7/27/2012","Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,"Plant","CRP22","POFR","Populus fremontii",7,"",21.2,13.5,"COSRP","Populus"
"791",38,"Cosumnes River Preserve","CRP Visitors Center","7/27/2012","Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,"Plant","CRP22","POFR","Populus fremontii",8,"",8.9,11,"COSRP","Populus"
"794",38,"Cosumnes River Preserve","CRP Visitors Center","7/27/2012","Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,"Plant","CRP22","POFR","Populus fremontii",11,"",23.3,17,"COSRP","Populus"
"820",38,"Cosumnes River Preserve","CRP Visitors Center","7/27/2012","Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,"Plant","CRP22","POFR","Populus fremontii",37,"",27.4,20,"COSRP","Populus"
"825",38,"Cosumnes River Preserve","CRP Visitors Center","7/27/2012","Yam, Erik, Hiyawen, Paul, John, Melissa",-121.43,38.26,"Plant","CRP22","POFR","Populus fremontii",42,"",32.7,19,"COSRP","Populus"
"841",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",1,"",10.2,8.8,"COSRP","Populus"
"842",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",2,"",13.3,13.8,"COSRP","Populus"
"843",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",3,"",19.3,13.4,"COSRP","Populus"
"844",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",4,"",12.5,14.1,"COSRP","Populus"
"845",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",5,"",10.2,12,"COSRP","Populus"
"846",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",6,"",12.2,12.7,"COSRP","Populus"
"848",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",8,"",11.1,13.9,"COSRP","Populus"
"849",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",9,"",12,14.7,"COSRP","Populus"
"850",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",10,"",19.8,14.2,"COSRP","Populus"
"851",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",11,"",12.1,14.2,"COSRP","Populus"
"852",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",12,"",14.2,12.7,"COSRP","Populus"
"853",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",13,"",13.5,14.7,"COSRP","Populus"
"854",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",14,"",11.4,14.4,"COSRP","Populus"
"855",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",15,"",13.9,12.6,"COSRP","Populus"
"856",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",16,"",18.3,15.4,"COSRP","Populus"
"857",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",17,"",12.6,14.1,"COSRP","Populus"
"858",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",18,"",10,12.8,"COSRP","Populus"
"859",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",19,"",16.6,14.5,"COSRP","Populus"
"860",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",20,"",10.3,12.3,"COSRP","Populus"
"861",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",21,"",13.1,12.2,"COSRP","Populus"
"862",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",22,"",19.2,14.9,"COSRP","Populus"
"863",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",23,"",13,14.8,"COSRP","Populus"
"864",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",24,"",12.9,15.2,"COSRP","Populus"
"865",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",25,"",10.3,10.8,"COSRP","Populus"
"866",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",26,"",14.5,14.3,"COSRP","Populus"
"867",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",27,"",13,13.6,"COSRP","Populus"
"868",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",28,"",8.5,10.3,"COSRP","Populus"
"869",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",29,"",7.8,8.2,"COSRP","Populus"
"870",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",30,"",12.9,15.3,"COSRP","Populus"
"871",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",31,"",12.1,14.2,"COSRP","Populus"
"873",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",33,"",12.2,14.7,"COSRP","Populus"
"874",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",34,"",10.3,12.5,"COSRP","Populus"
"875",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",35,"",13.7,14.9,"COSRP","Populus"
"876",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",36,"",16.5,14.9,"COSRP","Populus"
"877",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",37,"",8.5,7.6,"COSRP","Populus"
"878",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",38,"",11.2,12.9,"COSRP","Populus"
"879",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",39,"",11.7,14.5,"COSRP","Populus"
"880",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",40,"",6.5,6,"COSRP","Populus"
"881",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",41,"",10.4,9.9,"COSRP","Populus"
"882",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",42,"",11.4,11.3,"COSRP","Populus"
"883",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",43,"",13.9,15.8,"COSRP","Populus"
"884",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",44,"",8.2,8,"COSRP","Populus"
"885",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",45,"",9.3,10.3,"COSRP","Populus"
"886",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",46,"",17.1,15.8,"COSRP","Populus"
"887",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",47,"",8,6,"COSRP","Populus"
"888",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",48,"",13.3,14.3,"COSRP","Populus"
"889",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",49,"",10.1,8.3,"COSRP","Populus"
"890",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",50,"",8.1,8.4,"COSRP","Populus"
"891",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",51,"",12.8,12.7,"COSRP","Populus"
"892",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",52,"",13.6,14.5,"COSRP","Populus"
"893",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",53,"",12.7,14.3,"COSRP","Populus"
"894",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",54,"",10.8,10.9,"COSRP","Populus"
"895",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",55,"",15.9,12.8,"COSRP","Populus"
"896",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",56,"",8.8,10.9,"COSRP","Populus"
"897",46,"Cosumnes River Preserve","West of Intentional Forest","10/6/2012","M. Vaghti, J. Kattenhorn, L. Breed, E. Butler",-121.41,38.26,"Plant","CRP61","POFR","Populus fremontii",57,"",17.1,15.6,"COSRP","Populus"
